City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Gondanglegi,ID,-7.7479,112.0132,78.78,74,88,11.12,overcast clouds
347,Storslett,NO,69.7678,21.0247,53.6,71,71,10.36,broken clouds
348,Pandamatenga,BW,-18.5278,25.627,54.63,39,0,4.99,clear sky
349,Nuevitas,CU,21.5453,-77.2644,80.26,79,79,13.04,broken clouds
350,Gornoye Loo,RU,43.7129,39.6049,71.38,84,93,4.38,overcast clouds
351,Ketchikan,US,55.3422,-131.6461,64.87,94,100,8.05,overcast clouds
352,Sangmelima,CM,2.9333,11.9833,65.26,100,51,3.91,broken clouds
353,Zhigansk,RU,66.7697,123.3711,71.51,67,100,13.8,light rain
354,Raga,SS,8.4596,25.678,67.51,98,81,4.23,broken clouds
355,Synya,RU,65.3718,58.0387,55.65,79,58,0.51,broken clouds
356,Gewane,ET,10.1664,40.6453,79.9,60,100,8.72,light rain
357,Kisanga,TZ,-7.4362,37.7034,69.57,84,1,1.97,clear sky
358,Caucaia,BR,-3.7361,-38.6531,79.03,79,20,5.75,few clouds
359,Cherskiy,RU,68.75,161.3,66.02,39,71,16.84,broken clouds
360,Rawson,AR,-43.3002,-65.1023,45.77,54,100,7.25,overcast clouds
361,Tibiri,NE,13.5627,7.0485,74.84,76,100,9.01,light rain
362,Poronaysk,RU,49.2167,143.1167,58.89,92,100,12.57,overcast clouds
363,Lusambo,CD,-4.9667,23.45,75.79,56,93,1.36,overcast clouds
364,Dakar,SN,14.6937,-17.4441,81.48,80,100,14.74,overcast clouds
365,Harper,LR,4.375,-7.7169,75.07,81,100,7.85,overcast clouds
366,Asau,RO,46.4333,26.4,63.52,91,100,4.54,overcast clouds
367,Osa,RU,57.2829,55.4567,63.91,67,100,2.26,overcast clouds
368,Chebarkul,RU,54.9749,60.3633,62.31,72,100,4.0,overcast clouds
369,Bukachacha,RU,52.9833,116.9167,63.88,87,98,3.69,overcast clouds
370,Grand Gaube,MU,-20.0064,57.6608,70.38,61,100,8.99,overcast clouds
371,Tricase,IT,39.9304,18.3553,79.32,75,0,13.4,clear sky
372,La Ronge,CA,55.1001,-105.2842,54.46,88,100,5.82,overcast clouds
373,Egvekinot,RU,66.3167,-179.1667,52.41,49,100,4.7,overcast clouds
374,Vanavara,RU,60.34,102.2797,65.3,84,29,5.3,scattered clouds
375,Marshall,US,34.3834,-86.3333,79.32,90,40,4.61,scattered clouds
376,Samarai,PG,-10.6167,150.6667,80.8,80,2,11.23,clear sky
377,San Quintin,MX,30.4833,-115.95,72.7,69,12,8.79,few clouds
378,Atar,MR,20.5169,-13.0499,85.1,54,99,7.52,light rain
379,Dotnuva,LT,55.35,23.9,55.62,74,100,7.47,overcast clouds
380,Nkayi,CG,-4.1841,13.2884,70.52,79,0,4.74,clear sky
381,Kurilsk,RU,45.2333,147.8833,63.36,94,100,14.72,overcast clouds
382,Tabuk,PH,17.4189,121.4443,82.29,74,100,2.84,overcast clouds
383,Tutoia,BR,-2.7619,-42.2744,78.53,83,35,11.52,scattered clouds
384,Lakes Entrance,AU,-37.8811,147.981,54.36,54,100,10.42,overcast clouds
385,Gladstone,AU,-23.85,151.25,69.78,60,75,12.66,broken clouds
386,Dandong,CN,40.1292,124.3947,76.73,94,100,1.34,overcast clouds
387,Hualmay,PE,-11.0964,-77.6139,62.33,82,10,9.53,clear sky
388,Vestmannaeyjar,IS,63.4427,-20.2734,50.0,76,10,14.52,clear sky
389,Crateus,BR,-5.1783,-40.6775,74.28,79,51,2.51,broken clouds
390,Port Hardy,CA,50.6996,-127.4199,67.68,75,18,15.77,few clouds
391,Fairbanks,US,64.8378,-147.7164,77.02,38,100,1.99,overcast clouds
392,Cowra,AU,-33.8333,148.6833,55.36,60,100,15.84,light rain
393,Yumen,CN,40.2833,97.2,82.02,21,95,8.61,overcast clouds
394,George Town,MY,5.4112,100.3354,82.89,84,20,2.3,few clouds
395,Srednekolymsk,RU,67.45,153.6833,72.07,30,13,10.67,few clouds
396,Keokuk,US,40.3973,-91.3849,77.52,61,0,4.61,clear sky
397,Gold Coast,AU,-28.0,153.4333,67.24,78,100,9.22,overcast clouds
398,Iqaluit,CA,63.7506,-68.5145,40.69,100,100,11.01,overcast clouds
399,Oranjemund,NA,-28.55,16.4333,50.88,80,14,13.31,few clouds
400,Manavgat,TR,36.7867,31.4431,77.97,71,0,2.15,clear sky
401,Orlik,RU,52.5178,99.825,62.06,62,100,4.14,overcast clouds
402,Codrington,AU,-38.2667,141.9667,50.14,76,100,20.31,moderate rain
403,Caravelas,BR,-17.7125,-39.2481,72.61,93,5,6.42,clear sky
404,Teofilo Otoni,BR,-17.8575,-41.5053,67.6,90,83,7.45,broken clouds
405,Mangit,UZ,40.5971,70.9607,76.84,46,68,1.39,broken clouds
406,Bossangoa,CF,6.4926,17.4552,68.07,98,100,3.96,light rain
407,Haines Junction,CA,60.7522,-137.5108,71.08,39,45,7.78,scattered clouds
408,Trollhattan,SE,58.2333,12.4167,60.42,77,100,6.91,overcast clouds
409,Coolum Beach,AU,-26.5333,153.1,66.11,76,86,11.77,overcast clouds
410,Mukhen,RU,48.1,136.1,82.26,65,14,4.23,few clouds
411,Mersing,MY,2.4312,103.8405,80.37,79,93,6.08,overcast clouds
412,Laviana,ES,43.2333,-5.5333,65.7,85,80,2.15,broken clouds
413,Tamandare,BR,-8.7597,-35.1047,75.22,88,100,7.18,overcast clouds
414,Talnakh,RU,69.4865,88.3972,47.21,85,100,16.73,overcast clouds
415,Kindia,GN,10.0569,-12.8658,69.15,95,100,2.55,overcast clouds
416,Viedma,AR,-40.8135,-62.9967,45.39,64,100,5.61,overcast clouds
417,Gorontalo,ID,0.5412,123.0595,80.83,85,100,1.36,overcast clouds
418,Kadnikov,RU,59.5022,40.338,51.3,94,65,2.86,broken clouds
419,Shimoda,JP,34.6667,138.95,91.11,71,0,12.48,clear sky
420,Oktyabrskiy,RU,54.4815,53.471,58.37,85,28,2.04,scattered clouds
421,Waghai,IN,20.7667,73.4833,75.81,93,73,3.18,broken clouds
422,Bilibino,RU,68.0546,166.4372,60.53,46,100,12.39,overcast clouds
423,Hervey Bay,AU,-25.2986,152.8535,69.03,65,97,4.0,overcast clouds
424,Lavrentiya,RU,65.5833,-171.0,48.29,71,100,4.59,overcast clouds
425,Alice Springs,AU,-23.7,133.8833,69.22,32,91,8.05,overcast clouds
426,Ponca City,US,36.707,-97.0856,80.89,77,0,4.61,clear sky
427,Hofn,IS,64.2539,-15.2082,49.73,58,63,10.4,broken clouds
428,Ligayan,PH,4.6533,119.4706,82.96,74,100,5.39,overcast clouds
429,Kokstad,ZA,-30.5472,29.4241,48.27,94,100,1.61,light rain
430,Berlevag,NO,70.8578,29.0864,51.6,100,100,14.97,overcast clouds
431,Kyzyl-Suu,KG,42.3414,78.0056,58.55,79,100,1.25,moderate rain
432,Pemangkat,ID,1.1667,108.9667,78.94,83,100,10.07,light rain
433,Bardiyah,LY,31.7561,25.0865,77.29,80,0,15.73,clear sky
434,Sooke,CA,48.3746,-123.7276,88.09,51,1,4.97,clear sky
435,Porto Velho,BR,-8.7619,-63.9039,80.65,57,0,3.44,clear sky
436,Izberbash,RU,42.5696,47.8645,71.65,69,100,6.02,overcast clouds
437,Mezen,RU,65.8522,44.24,58.39,93,100,3.89,light rain
438,Port Said,EG,31.2565,32.2841,79.83,70,67,8.43,broken clouds
439,Kailua,US,21.4022,-157.7394,87.78,74,100,13.8,overcast clouds
440,Kautokeino,NO,69.0125,23.0412,44.62,85,90,3.4,overcast clouds
441,Santa Cruz,BO,-17.8,-63.1667,67.46,56,100,5.75,overcast clouds
442,Itarema,BR,-2.9248,-39.9167,78.03,81,26,11.32,scattered clouds
443,Ayr,GB,55.4627,-4.6339,53.31,93,20,0.0,few clouds
444,Lata,PT,40.1629,-8.3327,70.11,56,0,3.49,clear sky
445,Ginir,ET,7.1333,40.7,60.22,69,96,12.8,overcast clouds
446,Solnechnyy,RU,50.7214,136.6319,72.54,64,62,6.53,broken clouds
447,Tabas,IR,33.5959,56.9244,87.55,30,0,3.38,clear sky
448,Krasnoselkup,RU,65.7,82.4667,50.11,67,0,22.97,clear sky
449,Olafsvik,IS,64.8945,-23.7142,48.61,76,1,6.49,clear sky
450,Jega,NG,12.2175,4.3792,75.4,76,100,10.49,light rain
451,Canmore,CA,51.0834,-115.3521,70.66,57,90,4.99,overcast clouds
452,Chernyshevskiy,RU,63.0128,112.4714,70.88,61,50,2.26,scattered clouds
453,Qianan,CN,44.9932,124.0581,79.97,76,0,14.05,clear sky
454,Bubaque,GW,11.2833,-15.8333,79.29,79,91,15.95,overcast clouds
455,Farafangana,MG,-22.8167,47.8333,65.55,91,10,5.48,clear sky
456,Dawson Creek,CA,55.7666,-120.2362,68.13,64,56,3.94,broken clouds
457,Kaspiysk,RU,42.8816,47.6392,71.78,88,95,0.0,overcast clouds
458,Nivala,FI,63.9167,24.9667,51.69,96,100,3.31,overcast clouds
459,Grootfontein,NA,-19.5667,18.1167,55.31,30,0,8.12,clear sky
460,Coquimbo,CL,-29.9533,-71.3436,55.13,94,100,3.44,overcast clouds
461,Ayan,RU,56.45,138.1667,59.05,89,70,8.59,broken clouds
462,Teahupoo,PF,-17.8333,-149.2667,78.76,70,26,22.97,scattered clouds
463,Makakilo City,US,21.3469,-158.0858,86.32,57,0,17.27,clear sky
464,Smithers,CA,54.7804,-127.1743,83.7,38,74,6.44,broken clouds
465,Krasnokamensk,RU,50.0979,118.0369,68.34,78,100,0.83,moderate rain
466,New Glasgow,CA,45.5834,-62.6486,62.74,92,0,8.61,clear sky
467,Hasaki,JP,35.7333,140.8333,93.29,69,7,1.92,clear sky
468,Kaka,TM,37.3482,59.6143,81.55,52,91,6.46,light rain
469,Muisne,EC,0.6,-80.0333,74.84,86,94,8.46,overcast clouds
470,Kulhudhuffushi,MV,6.6221,73.07,80.71,82,100,18.07,heavy intensity rain
471,Richards Bay,ZA,-28.783,32.0377,60.94,90,16,3.87,few clouds
472,Aksarka,RU,66.5606,67.7975,50.43,71,64,9.82,broken clouds
473,Gandu,BR,-13.7439,-39.4867,67.75,100,56,1.5,broken clouds
474,Gamba,GA,-2.65,10.0,72.1,86,81,5.06,broken clouds
475,Kungurtug,RU,50.5994,97.5228,63.5,49,85,0.85,overcast clouds
476,Shingu,JP,33.7333,135.9833,86.97,62,27,5.03,scattered clouds
477,Makaha,US,21.4694,-158.2175,87.71,51,0,17.27,clear sky
478,Manaure,CO,11.7751,-72.4445,81.61,69,0,21.43,clear sky
479,Cururupu,BR,-1.8283,-44.8683,74.61,94,68,3.33,broken clouds
480,Palu,ID,-0.8917,119.8707,81.36,87,100,0.18,overcast clouds
481,Tual,ID,-5.6667,132.75,79.05,87,98,18.37,overcast clouds
482,Neuquen,AR,-38.9516,-68.0591,46.29,71,0,0.0,clear sky
483,Podor,MR,16.6527,-14.9587,82.4,65,100,9.08,overcast clouds
484,Harindanga,IN,22.0383,88.3214,85.24,76,100,11.01,overcast clouds
485,Necochea,AR,-38.5473,-58.7368,51.26,73,100,8.08,overcast clouds
486,Kijang,KR,35.2442,129.2139,83.93,90,100,5.5,overcast clouds
487,Fallon,US,39.4735,-118.7774,101.91,8,0,10.67,clear sky
488,Gulbarga,IN,17.3333,76.8333,77.38,82,100,5.17,overcast clouds
489,Tabou,CI,4.423,-7.3528,75.02,80,100,7.54,overcast clouds
490,Teguldet,RU,57.3064,88.1667,66.31,87,100,4.0,overcast clouds
491,Werda,BW,-25.2667,23.2833,51.28,32,100,7.72,overcast clouds
492,Yuzhnyy-Kospashskiy,RU,58.9695,57.7548,53.96,95,100,1.28,overcast clouds
493,Cienfuegos,CU,22.1461,-80.4356,79.68,79,70,10.69,broken clouds
494,Japura,ID,-0.3167,102.35,77.7,85,95,3.2,overcast clouds
495,Podgornoye,RU,51.735,39.1496,57.42,94,0,2.24,clear sky
496,Half Moon Bay,US,37.4636,-122.4286,77.05,81,100,14.97,mist
497,Tomari,RU,47.7658,142.0683,61.97,92,100,8.23,overcast clouds
498,Fukuma,JP,33.7667,130.4667,89.15,67,94,5.06,overcast clouds
499,Kirakira,SB,-10.4544,161.9205,85.05,66,8,9.35,clear sky
500,Paamiut,GL,61.994,-49.6678,43.14,91,82,11.7,broken clouds
501,Tocopilla,CL,-22.092,-70.1979,61.25,74,17,9.89,few clouds
502,Camocim,BR,-2.9022,-40.8411,77.45,85,95,12.8,overcast clouds
503,Batagay-Alyta,RU,67.8006,130.4114,73.44,62,95,4.65,overcast clouds
504,Vzmorye,RU,54.6961,20.2361,63.0,82,100,8.05,overcast clouds
505,Moranbah,AU,-22.0016,148.0466,67.14,58,100,21.23,overcast clouds
506,Xichang,CN,27.8964,102.2634,66.61,94,100,0.98,overcast clouds
507,San Luis,AR,-33.295,-66.3356,56.62,31,100,8.93,overcast clouds
508,Boyolangu,ID,-8.1181,111.8935,76.19,83,93,4.41,overcast clouds
509,Kjollefjord,NO,70.9457,27.3465,51.85,100,100,8.05,overcast clouds
510,Gat,IL,31.61,34.7642,78.4,83,58,1.12,broken clouds
511,Charters Towers,AU,-20.1,146.2667,69.17,60,96,18.19,overcast clouds
512,Nouakchott,MR,18.0858,-15.9785,78.73,82,100,7.58,overcast clouds
513,Jumla,NP,29.2747,82.1838,62.87,94,77,0.51,broken clouds
514,Nikolayevsk-Na-Amure,RU,53.1406,140.73,63.64,71,74,5.97,broken clouds
515,Eyl,SO,7.9803,49.8164,75.2,77,100,20.49,overcast clouds
516,Galle,LK,6.0367,80.217,78.21,86,74,5.97,broken clouds
517,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,88,75,4.47,light rain
518,Nabire,ID,-3.3667,135.4833,83.88,70,99,2.62,overcast clouds
519,San Rafael,AR,-34.6177,-68.3301,54.34,38,98,5.32,overcast clouds
520,Bar Harbor,US,44.3876,-68.2039,72.27,61,0,11.01,clear sky
521,Sinnamary,GF,5.3833,-52.95,78.06,85,84,8.1,broken clouds
522,Cukai,MY,4.25,103.4167,80.22,82,100,6.46,light rain
523,Palmer,US,42.1584,-72.3287,74.21,71,0,2.15,clear sky
524,Kupino,RU,54.3663,77.2981,63.01,77,9,8.97,clear sky
525,Varzea Alegre,BR,-5.35,-40.3833,75.09,75,17,5.08,few clouds
526,Shirokiy,RU,49.758,129.523,76.66,77,15,6.46,few clouds
527,La Gomera,GT,14.0833,-91.05,78.67,89,100,5.37,overcast clouds
528,Katsina,NG,12.9894,7.6006,72.46,82,100,12.66,overcast clouds
529,Koboko,UG,3.4136,30.9599,61.81,97,100,4.63,light rain
530,Tazovskiy,RU,67.4667,78.7,45.09,78,2,15.01,clear sky
531,Austin,US,30.2672,-97.7431,99.59,36,0,10.36,clear sky
532,Kaputa,ZM,-8.4689,29.6619,70.27,53,100,2.66,overcast clouds
533,Inhambane,MZ,-23.865,35.3833,64.29,86,0,6.4,clear sky
534,Leh,IN,34.1667,77.5833,60.12,62,11,8.03,few clouds
535,Arman,RU,59.7,150.1667,54.73,95,100,5.88,light rain
536,Virginia Beach,US,36.8529,-75.978,81.01,77,40,3.44,scattered clouds
537,Sweetwater,US,25.7634,-80.3731,85.01,75,40,13.8,scattered clouds
538,Kimbe,PG,-5.5502,150.1429,89.42,53,92,5.28,overcast clouds
539,Beruwala,LK,6.4788,79.9828,78.06,87,98,3.11,overcast clouds
540,Bagamoyo,TZ,-6.4333,38.9,71.64,90,44,2.91,light rain
541,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.59,81,97,14.05,overcast clouds
542,Touba,CI,8.2833,-7.6833,68.65,92,100,3.38,overcast clouds
543,Veraval,IN,20.9,70.3667,81.36,79,99,13.42,overcast clouds
544,Ust-Maya,RU,60.4167,134.5333,76.35,54,89,6.2,overcast clouds
545,Srikakulam,IN,18.3,83.9,81.37,83,100,5.77,overcast clouds
546,Te Anau,NZ,-45.4167,167.7167,41.18,80,71,0.92,broken clouds
547,Gannan,CN,47.9147,123.5031,71.19,96,100,5.79,light rain
548,Cerritos,US,33.8583,-118.0648,90.9,68,40,10.36,scattered clouds
549,Melfort,CA,52.8667,-104.6177,60.31,98,100,10.51,moderate rain
550,Kon Tum,VN,14.35,108.0,75.72,90,95,1.39,overcast clouds
551,Melfi,IT,40.9965,15.6514,67.57,88,11,3.11,few clouds
552,Saint-Augustin,CA,51.226,-58.6502,61.97,83,21,9.64,few clouds
553,Gornopravdinsk,RU,60.05,69.9,63.39,82,77,5.95,broken clouds
554,Eyrarbakki,IS,63.863,-21.1481,46.2,79,7,9.31,clear sky
555,Areni,AM,39.7191,45.1799,70.2,68,8,4.52,clear sky
556,Matagalpa,NI,12.9256,-85.9175,70.5,87,100,5.77,overcast clouds
557,Olinda,BR,-8.0089,-34.8553,74.93,88,75,3.44,broken clouds
558,Auki,SB,-8.7676,160.7034,86.65,59,39,4.23,scattered clouds
559,Salmas,IR,38.1973,44.7653,69.12,59,2,3.85,clear sky
560,Edremit,TR,39.5961,27.0244,76.75,65,0,11.5,clear sky
561,Tumen,CN,42.9661,129.8425,75.22,95,100,2.39,overcast clouds
562,Soc Trang,VN,9.6033,105.98,82.42,82,100,7.38,overcast clouds
563,Ossora,RU,59.2353,163.0719,57.34,82,94,14.14,light rain
564,Mahendranagar,NP,28.9167,80.3333,78.87,86,97,1.05,overcast clouds
565,Bansi,IN,27.1833,82.9333,82.38,80,100,1.74,overcast clouds
566,Cradock,ZA,-32.1642,25.6192,41.58,91,8,2.82,clear sky
567,Jiuquan,CN,39.7432,98.5174,81.75,22,68,4.65,broken clouds
568,Carahue,CL,-38.7,-73.1667,41.14,96,5,2.77,clear sky
569,Narbonne,FR,43.0833,2.8333,79.03,45,0,9.08,clear sky
570,Walvis Bay,NA,-22.9575,14.5053,53.1,88,1,11.65,clear sky
571,Belyy,RU,55.8402,32.9419,49.93,80,28,3.74,scattered clouds
572,Rio Grande,BR,-32.035,-52.0986,42.94,72,0,4.43,clear sky
573,Revelstoke,CA,50.9832,-118.2023,92.93,24,30,5.19,scattered clouds
574,Hovd,MN,48.0056,91.6419,71.11,34,100,2.19,overcast clouds
575,Rio Gallegos,AR,-51.6226,-69.2181,37.45,70,0,11.5,clear sky
576,Abnub,EG,27.2696,31.1511,82.67,21,0,6.06,clear sky
577,Taunggyi,MM,20.7833,97.0333,66.87,91,100,3.49,overcast clouds
578,Vysokogornyy,RU,50.1167,139.15,67.91,87,93,2.55,overcast clouds
579,Cortez,US,37.3489,-108.5859,75.96,47,75,5.75,broken clouds
580,Lufilufi,WS,-13.8745,-171.5986,86.79,80,23,19.75,light rain
581,Mizdah,LY,31.4451,12.9801,72.72,52,0,3.85,clear sky
582,Vila,PT,42.0304,-8.1588,63.48,75,0,5.48,clear sky
583,Liverpool,GB,53.4106,-2.9779,65.28,95,75,9.22,broken clouds
584,Niamtougou,TG,9.7681,1.1053,71.8,88,100,2.64,light rain
585,Belmonte,BR,-15.8631,-38.8828,74.37,89,6,10.51,clear sky
586,Tiarei,PF,-17.5333,-149.3333,84.22,73,4,25.59,light rain
587,Luwuk,ID,-0.9516,122.7875,80.74,87,97,4.41,overcast clouds
588,Poum,NC,-20.2333,164.0167,72.73,72,10,22.91,clear sky
589,Garowe,SO,8.4054,48.4845,73.24,67,69,24.16,broken clouds
590,Angoche,MZ,-16.2325,39.9086,70.63,82,3,2.3,light rain
591,Puerto Leguizamo,CO,-0.1934,-74.7819,71.82,94,22,1.7,moderate rain
592,Yakeshi,CN,49.2833,120.7333,71.8,76,100,5.41,moderate rain
593,Opuwo,NA,-18.0607,13.84,54.43,45,45,5.06,scattered clouds
594,Okakarara,NA,-20.5833,17.4333,48.76,36,4,5.46,clear sky
595,Ranong,TH,9.9658,98.6348,82.47,81,100,11.1,overcast clouds
596,Kazerun,IR,29.6195,51.6541,83.53,62,100,5.01,overcast clouds
597,Kenai,US,60.5544,-151.2583,65.03,82,100,8.05,overcast clouds
598,Maryville,US,35.7565,-83.9705,80.06,88,100,3.0,moderate rain
599,Trujillo,PE,-8.116,-79.03,60.76,88,61,6.91,fog
600,Tigil,RU,57.8,158.6667,65.61,48,73,14.38,broken clouds
601,Kamenka,RU,51.3223,42.7678,62.22,81,100,7.4,overcast clouds
602,Sikeston,US,36.8767,-89.5879,75.16,78,0,9.22,clear sky
603,Baracoa,CU,20.3467,-74.4958,81.03,83,64,12.68,broken clouds
604,Zhumadian,CN,32.9794,114.0294,82.92,72,0,6.71,clear sky
605,Balikpapan,ID,-1.2675,116.8289,74.39,100,100,6.91,moderate rain
606,San,ML,13.3034,-4.8956,77.52,71,68,5.32,light rain
607,San Martin,AR,-33.081,-68.4681,57.38,37,42,11.34,scattered clouds
608,Tezu,IN,27.9167,96.1667,78.85,90,64,1.86,broken clouds
609,Longhua,CN,23.6137,114.1919,86.67,68,19,1.07,few clouds
610,Tungor,RU,53.3808,142.9564,61.41,63,89,10.31,overcast clouds
611,Bestobe,KZ,52.4994,73.0975,63.21,80,100,9.13,overcast clouds
612,Tsogni,GA,-2.7942,10.0988,71.8,86,100,4.94,overcast clouds
613,Avera,US,33.194,-82.5271,79.56,64,39,8.68,scattered clouds
614,Daru,PG,-9.0763,143.2092,77.7,90,85,17.43,overcast clouds
615,Muroto,JP,33.2833,134.15,82.63,80,94,7.38,overcast clouds
616,Alofi,NU,-19.0595,-169.9187,77.14,79,9,20.96,clear sky
617,Panzhihua,CN,26.5851,101.7128,68.83,94,100,1.41,overcast clouds
618,Pullman,US,46.7313,-117.1796,102.43,18,0,5.75,clear sky
619,Maumere,ID,-8.6199,122.2111,79.77,72,76,6.46,broken clouds
620,Kokoda,PG,-8.8785,147.7407,83.61,70,78,5.1,broken clouds
621,Kisangani,CD,0.5167,25.2,69.85,99,100,1.3,light rain
622,Gwadar,PK,25.1216,62.3254,80.98,84,100,8.55,overcast clouds
623,Portland,US,45.5234,-122.6762,102.52,29,20,12.66,few clouds
624,Mugango,TZ,-1.6833,33.7,68.13,77,79,6.49,light rain
625,Teguise,ES,29.0605,-13.564,70.02,78,0,18.41,clear sky
626,Colon,PA,9.3592,-79.9014,83.14,79,86,7.92,overcast clouds
627,Jinan,CN,36.6683,116.9972,84.27,68,0,6.73,clear sky
628,Garissa,KE,-0.4536,39.6401,71.65,82,5,14.45,clear sky
629,Kamyshin,RU,50.0983,45.416,68.41,74,100,5.48,overcast clouds
630,Sterling,US,39.0062,-77.4286,79.34,73,75,3.44,broken clouds
631,Rybnoye,RU,54.7256,39.5119,54.5,69,0,3.47,clear sky
632,Ixtapa,MX,20.7,-105.2,85.23,66,40,5.75,scattered clouds
633,Bonthe,SL,7.5264,-12.505,75.49,77,39,6.62,scattered clouds
634,La Esperanza,GT,14.8667,-91.5667,55.53,96,100,4.32,overcast clouds
635,San Pedro,PH,14.35,121.0167,85.35,77,99,2.26,overcast clouds
636,Guerrero Negro,MX,27.9769,-114.0611,74.97,65,10,15.17,clear sky
637,Champerico,GT,14.3,-91.9167,82.36,75,86,6.82,overcast clouds
638,Martapura,ID,-3.4167,114.85,75.29,100,40,3.44,light rain
639,Wad Madani,SD,14.4012,33.5199,85.39,54,100,12.93,overcast clouds
640,Kribi,CM,2.95,9.9167,74.44,91,97,7.43,light rain
641,Gao,ML,16.6362,1.637,89.44,33,25,3.11,scattered clouds
642,Calvinia,ZA,-31.4707,19.776,36.88,87,0,1.54,clear sky
643,Coihaique,CL,-45.5752,-72.0662,34.41,93,0,2.3,clear sky
644,Sept-Iles,CA,50.2001,-66.3821,63.21,74,87,12.01,overcast clouds
645,Conceicao Da Barra,BR,-18.5933,-39.7322,71.65,81,98,10.56,overcast clouds
646,Nikolo-Pavlovskoye,RU,57.7831,60.0578,59.81,78,100,2.64,overcast clouds
647,Kasempa,ZM,-13.4584,25.8338,55.33,46,0,3.69,clear sky
648,Segou,ML,13.4317,-6.2157,76.5,78,78,4.43,broken clouds
649,Mutum,BR,-19.8,-41.4383,63.84,93,12,2.95,few clouds
650,Russellville,US,35.2784,-93.1338,76.17,89,75,5.75,broken clouds
651,Along,IN,28.1667,94.7667,76.42,97,96,0.51,overcast clouds
652,Ust-Nera,RU,64.5667,143.2,72.86,52,66,2.91,broken clouds
653,Moanda,GA,-1.5575,13.2178,70.9,75,6,3.87,clear sky
654,Kaliwungu,ID,-6.9615,110.2531,79.0,83,20,5.75,haze
655,Boguchany,RU,58.3814,97.4531,67.06,93,100,4.68,overcast clouds
656,Ust-Ishim,RU,57.6935,71.1665,60.46,89,34,4.5,scattered clouds
657,Anloga,GH,5.7947,0.8973,74.64,87,100,14.88,overcast clouds
658,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.67,87,100,8.55,overcast clouds
659,Okha,RU,53.5739,142.9478,60.17,67,95,10.42,overcast clouds
660,Alekseyevka,RU,50.6309,38.6903,60.39,73,2,6.04,clear sky
661,Amga,RU,60.8953,131.9608,71.73,77,100,4.79,overcast clouds
662,Chippewa Falls,US,44.9369,-91.3929,80.78,56,0,10.36,clear sky
663,Uige,AO,-7.6087,15.0613,59.85,93,43,2.01,scattered clouds
664,Inuvik,CA,68.3499,-133.7218,53.83,58,83,5.79,broken clouds
665,Verkhoyansk,RU,67.5447,133.385,74.61,60,99,4.23,overcast clouds
