City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
580,Lufilufi,WS,86.79,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
586,Tiarei,PF,84.22,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
587,Luwuk,ID,80.74,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
595,Ranong,TH,82.47,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
596,Kazerun,IR,83.53,overcast clouds,29.6195,51.6541,آپارتمان بزرگ اویسا
598,Maryville,US,80.06,moderate rain,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
602,Sikeston,US,75.16,clear sky,36.8767,-89.5879,Drury Inn & Suites Sikeston
603,Baracoa,CU,81.03,broken clouds,20.3467,-74.4958,Hostal Rio Miel
604,Zhumadian,CN,82.92,clear sky,32.9794,114.0294,Ouyue House Hotel
606,San,ML,77.52,light rain,13.3034,-4.8956,Hôtel Teriya
608,Tezu,IN,78.85,broken clouds,27.9167,96.1667,Circuit House
609,Longhua,CN,86.67,few clouds,23.6137,114.1919,Huadu Hotel
613,Avera,US,79.56,scattered clouds,33.194,-82.5271,
614,Daru,PG,77.7,overcast clouds,-9.0763,143.2092,Daru Lodge
615,Muroto,JP,82.63,overcast clouds,33.2833,134.15,Oota Ryokan
616,Alofi,NU,77.14,clear sky,-19.0595,-169.9187,Taloa Heights
619,Maumere,ID,79.77,broken clouds,-8.6199,122.2111,Sylvia Hotel
620,Kokoda,PG,83.61,broken clouds,-8.8785,147.7407,Daito Guest House
622,Gwadar,PK,80.98,overcast clouds,25.1216,62.3254,Sadaf Resort
626,Colon,PA,83.14,overcast clouds,9.3592,-79.9014,Sand Diamond Hotel
627,Jinan,CN,84.27,clear sky,36.6683,116.9972,Sofitel Silver Plaza Hotel Jinan
630,Sterling,US,79.34,broken clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
632,Ixtapa,MX,85.23,scattered clouds,20.7,-105.2,hotel la terminal
633,Bonthe,SL,75.49,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
635,San Pedro,PH,85.35,overcast clouds,14.35,121.0167,Palines Apartment and Guesthouse
637,Champerico,GT,82.36,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
638,Martapura,ID,75.29,light rain,-3.4167,114.85,Montana Hotel Syariah
639,Wad Madani,SD,85.39,overcast clouds,14.4012,33.5199,فندق يوغسلافيا
641,Gao,ML,89.44,scattered clouds,16.6362,1.637,
648,Segou,ML,76.5,broken clouds,13.4317,-6.2157,Comme chez soi
650,Russellville,US,76.17,broken clouds,35.2784,-93.1338,Hampton Inn Russellville
651,Along,IN,76.42,overcast clouds,28.1667,94.7667,Hotel West
654,Kaliwungu,ID,79.0,haze,-6.9615,110.2531,RedDoorz near Alun Alun Kaliwungu Kendal
658,Sao Jose Da Coroa Grande,BR,75.67,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
662,Chippewa Falls,US,80.78,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
